User id,inst,Time (secs),Number of moves,difficulty,Date,npo,nsols,avg_naff,nfrozen,minr,avgr,minr_extr,minr_extl,npstn,nlo,bs,ac
9f35695d-bc4d-4d07-91ab-869f35e80e14,4_4,29,10,1,Sun Apr 22 22:17:26 GMT+02:00 2018,3,4,4.0,0,1,2.0,0,0,2.75,4,24,0.00446897605307
9f463c56-b11b-4f44-8a7d-68fce45697c0,3_1,2,3,1,Mon Apr 23 15:26:04 GMT+02:00 2018,1,1,3.0,3,0,0.0,0,0,1.6666666666666667,1,6,-0.325
9f463c56-b11b-4f44-8a7d-68fce45697c0,3_2,20,3,1,Mon Apr 23 15:26:29 GMT+02:00 2018,2,2,3.0,1,1,1.0,0,0,2.0,2,6,-0.260337533649
ab55db18-a0aa-4683-9279-2054559ab20f,3_1,11,3,1,Mon Apr 23 23:05:54 GMT+02:00 2018,1,1,3.0,3,0,0.0,0,0,1.6666666666666667,1,6,-0.325
ab55db18-a0aa-4683-9279-2054559ab20f,3_2,10,4,1,Mon Apr 23 23:06:11 GMT+02:00 2018,2,2,3.0,1,1,1.0,0,0,2.0,2,6,-0.260337533649
ab55db18-a0aa-4683-9279-2054559ab20f,4_1,57,7,2,Mon Apr 23 23:07:23 GMT+02:00 2018,1,1,17.0,4,5,5.0,2,2,2.5,3,23,-0.0473151774189
ab55db18-a0aa-4683-9279-2054559ab20f,4_2,47,7,2,Mon Apr 23 23:08:16 GMT+02:00 2018,3,3,4.0,0,2,2.3333333333333335,0,0,3.0,5,24,-0.101656805361
ab55db18-a0aa-4683-9279-2054559ab20f,4_3,76,12,3,Mon Apr 23 23:09:38 GMT+02:00 2018,2,4,4.0,0,1,1.0,0,0,2.75,4,24,-0.0652940515087
ab55db18-a0aa-4683-9279-2054559ab20f,4_4,32,7,2,Mon Apr 23 23:10:16 GMT+02:00 2018,3,4,4.0,0,1,2.0,0,0,2.75,4,24,0.00446897605307
dd792761-31ef-41d6-81e6-47ea34658cd0,3_1,17,7,1,Fri May 04 17:20:06 GMT+02:00 2018,1,1,3.0,3,0,0.0,0,0,1.6666666666666667,1,6,-0.325
1c466a37-0da7-4049-a545-abc3254021fa,3_1,14,3,1,Wed May 16 14:13:18 GMT+02:00 2018,1,1,3.0,3,0,0.0,0,0,1.6666666666666667,1,6,-0.325
1c466a37-0da7-4049-a545-abc3254021fa,3_2,13,3,1,Wed May 16 14:13:38 GMT+02:00 2018,2,2,3.0,1,1,1.0,0,0,2.0,2,6,-0.260337533649
1c466a37-0da7-4049-a545-abc3254021fa,4_1,103,8,3,Wed May 16 14:15:36 GMT+02:00 2018,1,1,17.0,4,5,5.0,2,2,2.5,3,23,-0.0473151774189
1c466a37-0da7-4049-a545-abc3254021fa,4_2,35,4,2,Wed May 16 14:16:19 GMT+02:00 2018,3,3,4.0,0,2,2.3333333333333335,0,0,3.0,5,24,-0.101656805361
1c466a37-0da7-4049-a545-abc3254021fa,4_3,83,5,3,Wed May 16 14:17:50 GMT+02:00 2018,2,4,4.0,0,1,1.0,0,0,2.75,4,24,-0.0652940515087
1c466a37-0da7-4049-a545-abc3254021fa,4_4,17,4,2,Wed May 16 14:18:13 GMT+02:00 2018,3,4,4.0,0,1,2.0,0,0,2.75,4,24,0.00446897605307
1c466a37-0da7-4049-a545-abc3254021fa,5_1,101,8,4,Wed May 16 14:20:05 GMT+02:00 2018,2,6,8.0,2,3,3.5,0,1,3.6,7,120,0.0569093995866
1c466a37-0da7-4049-a545-abc3254021fa,5_2,173,12,4,Wed May 16 14:23:07 GMT+02:00 2018,1,1,23.0,5,9,9.0,1,2,3.4,12,67,0.0453965014669
1c466a37-0da7-4049-a545-abc3254021fa,5_3,82,5,4,Wed May 16 14:24:37 GMT+02:00 2018,4,8,7.25,0,2,3.0,0,0,3.8,9,120,0.0215878867627
1c466a37-0da7-4049-a545-abc3254021fa,5_4,158,14,4,Wed May 16 14:27:25 GMT+02:00 2018,2,3,14.0,1,2,4.5,1,0,3.4,5,110,0.104454879197
1c466a37-0da7-4049-a545-abc3254021fa,5_5,81,5,3,Wed May 16 14:28:51 GMT+02:00 2018,1,1,27.0,5,8,8.0,1,2,3.6,13,53,-0.0981095104289
